Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-03-31 00:00:00-04:00,16.450425451770734,16.47873828446304,16.280541254998177,16.459863662719727,8384400,0.0,0.0
2023-04-03 00:00:00-04:00,16.24278781100501,16.459863054501255,16.24278781100501,16.44098663330078,8446400,0.0,0.0
2023-04-04 00:00:00-04:00,16.450426296572363,16.47873913071866,16.365484193823935,16.393798828125,7522300,0.0,0.0
2023-04-05 00:00:00-04:00,16.4126722335345,16.45986328720285,16.27110267283871,16.35604476928711,5559700,0.0,0.0
2023-04-06 00:00:00-04:00,16.327729718612872,16.39379719205528,16.186160161545452,16.280540466308594,6830800,0.0,0.0
2023-04-10 00:00:00-04:00,16.38436111518759,16.422112161916157,16.23335332796368,16.412673950195312,9204200,0.0,0.0
2023-04-11 00:00:00-04:00,16.261664191380152,16.469301223754883,16.214474938652042,16.469301223754883,11708400,0.0,0.0
2023-04-12 00:00:00-04:00,16.714687825783955,16.79962992248335,16.05402927386653,16.11065673828125,16959200,0.0,0.0
2023-04-13 00:00:00-04:00,14.978096588995387,15.072476890406282,14.468444941546522,14.534510612487793,40415000,0.0,0.0
2023-04-14 00:00:00-04:00,14.581701065616363,14.676081368984699,14.213619862649873,14.326875686645508,26028600,0.0,0.0
2023-04-17 00:00:00-04:00,14.223057421704043,14.430693552699829,14.204181900746587,14.336313247680664,17173000,0.0,0.0
2023-04-18 00:00:00-04:00,14.317437727619728,14.336313248578366,14.100363386092974,14.119239807128906,20768400,0.0,0.0
2023-04-19 00:00:00-04:00,13.996546441561215,14.08148854014008,13.930480764923136,13.98710823059082,19107300,0.0,0.0
2023-04-20 00:00:00-04:00,13.987108188219516,14.147554173920811,13.958794455471445,14.015422821044922,16901400,0.0,0.0
2023-04-21 00:00:00-04:00,14.072049885729827,14.119240039017395,14.005984211173617,14.034297943115234,6908400,0.0,0.0
2023-04-24 00:00:00-04:00,13.98710823059082,14.024860174395057,13.883290610148507,13.98710823059082,11751900,0.0,0.0
2023-04-25 00:00:00-04:00,14.043735733496792,14.043735733496792,13.949355429746204,13.958793640136719,14700200,0.0,0.0
2023-04-26 00:00:00-04:00,13.996546399161318,14.109802230230938,13.94935624452964,14.015422821044922,11181600,0.0,0.0
2023-04-27 00:00:00-04:00,14.232496304062655,14.477884388634127,14.232496304062655,14.449570655822754,11606400,0.0,0.0
2023-04-28 00:00:00-04:00,14.402379553664117,14.676081353042234,14.402379553664117,14.666643142700195,11666200,0.0,0.0
2023-05-01 00:00:00-04:00,14.628891640801303,14.657205372600563,14.562825966577261,14.619453430175781,7691400,0.0,0.0
2023-05-02 00:00:00-04:00,14.610014780725255,14.694956873649028,14.496758956852648,14.666643142700195,10433300,0.0,0.0
2023-05-03 00:00:00-04:00,14.647767736001684,14.70439519833971,14.487321759248466,14.51563549041748,9372300,0.0,0.0
2023-05-04 00:00:00-04:00,14.51563602707362,14.581701702269587,14.430693930348909,14.440132141113281,12316300,0.0,0.0
2023-05-05 00:00:00-04:00,14.38350326448622,14.42125520612225,14.317437591642493,14.39294147491455,11268800,0.0,0.0
2023-05-08 00:00:00-04:00,14.487322085118993,14.50619760629715,14.392941778996292,14.402379989624023,12112600,0.0,0.0
2023-05-09 00:00:00-04:00,14.39294208267975,14.430694025909915,14.355190139449585,14.411818504333496,12613800,0.0,0.0
2023-05-10 00:00:00-04:00,14.411818408897483,14.47788408409345,14.326876312172772,14.440132141113281,15541600,0.0,0.0
2023-05-11 00:00:00-04:00,14.345752539653702,14.345752539653702,14.166431026691876,14.185306549072266,15960000,0.0,0.0
2023-05-12 00:00:00-04:00,14.156992374273408,14.260809994323573,14.138115952403922,14.23249626159668,10854500,0.0,0.0
2023-05-15 00:00:00-04:00,14.279685423464093,14.515635279965329,14.232495272148391,14.477883338928223,8921200,0.0,0.0
2023-05-16 00:00:00-04:00,14.392941187831369,14.42125491847432,14.251371634539344,14.260808944702148,13214600,0.0,0.0
2023-05-17 00:00:00-04:00,14.156991748237004,14.36462787923279,14.156991748237004,14.336313247680664,7723900,0.0,0.0
2023-05-18 00:00:00-04:00,14.241933634071428,14.317437516949587,14.223057213313247,14.298561096191406,9384700,0.0,0.0
2023-05-19 00:00:00-04:00,14.430693416550579,14.534511031030336,14.38350326448622,14.39294147491455,7362100,0.0,0.0
2023-05-22 00:00:00-04:00,14.61945331395979,14.84596496670785,14.600577792936102,14.770461082458496,10336400,0.0,0.0
2023-05-23 00:00:00-04:00,14.685520213945473,14.761024099871996,14.638330060222069,14.657205581665039,7113800,0.0,0.0
2023-05-24 00:00:00-04:00,14.72327115884896,14.761023099253094,14.619452647679644,14.685519218444824,6913200,0.0,0.0
2023-05-25 00:00:00-04:00,14.855402524424923,14.87427894469637,14.64776730190256,14.779898643493652,9303400,0.0,0.0
2023-05-26 00:00:00-04:00,14.92146949978025,15.044162634561514,14.902593078997112,14.978096961975098,6331800,0.0,0.0
2023-05-30 00:00:00-04:00,14.996974241574476,15.05360170701215,14.940345876059467,15.0064115524292,6573500,0.0,0.0
2023-05-31 00:00:00-04:00,14.912031062332103,15.110228977150795,14.912031062332103,15.06303882598877,9041000,0.0,0.0
2023-06-01 00:00:00-04:00,15.104171530785406,15.209393423552633,14.98938376260695,15.142434120178223,7995900,0.213,0.0
2023-06-02 00:00:00-04:00,15.027646053834522,15.180696408369105,15.018080178613092,15.113737106323242,7581500,0.0,0.0
2023-06-05 00:00:00-04:00,14.989383734928623,15.027646324250787,14.673717144957736,14.731110572814941,14055500,0.0,0.0
2023-06-06 00:00:00-04:00,14.645021034353833,14.98938435243991,14.597192567667737,14.960687637329102,12480900,0.0,0.0
2023-06-07 00:00:00-04:00,14.960687637329102,15.018081067550717,14.855464828169263,14.960687637329102,7357300,0.0,0.0
2023-06-08 00:00:00-04:00,14.893726581553743,14.970251759047434,14.721545388318976,14.769372940063477,10270800,0.0,0.0
2023-06-09 00:00:00-04:00,14.654585602007657,14.845899463583859,14.635454763201297,14.778939247131348,8376100,0.0,0.0
2023-06-12 00:00:00-04:00,14.960687178991588,15.152000127622765,14.941555428002422,15.123303413391113,9468800,0.0,0.0
2023-06-13 00:00:00-04:00,15.238090958969206,15.247655922071337,15.01808038708267,15.161565780639648,5843500,0.0,0.0
2023-06-14 00:00:00-04:00,15.113736518354106,15.19982756749363,14.817200783790415,14.884160995483398,15595900,0.0,0.0
2023-06-15 00:00:00-04:00,14.798070543670402,14.979817611882954,14.740676204509976,14.94155502319336,9532800,0.0,0.0
2023-06-16 00:00:00-04:00,15.05634306598136,15.171130834159815,14.96068704862536,15.142434120178223,18245500,0.0,0.0
2023-06-20 00:00:00-04:00,15.123303876710558,15.152000591821366,14.893727419067714,14.960687637329102,7622000,0.0,0.0
2023-06-21 00:00:00-04:00,14.69284759400144,14.76937277061717,14.463272064154244,14.721545219421387,15032000,0.0,0.0
2023-06-22 00:00:00-04:00,14.549362681221869,14.83633254108316,14.52066596891135,14.798069953918457,11712900,0.0,0.0
2023-06-23 00:00:00-04:00,14.578059416448482,14.606757041056149,14.49196836712956,14.539796829223633,8481500,0.0,0.0
2023-06-26 00:00:00-04:00,14.645020845091905,14.865030511851728,14.635454969427883,14.826767921447754,8509100,0.0,0.0
2023-06-27 00:00:00-04:00,14.931989147957944,14.960686773664193,14.788504668434987,14.94155502319336,7913600,0.0,0.0
2023-06-28 00:00:00-04:00,14.998949130896353,15.085040182182436,14.87459549151113,15.065908432006836,7520300,0.0,0.0
2023-06-29 00:00:00-04:00,15.09460573251665,15.228525252201967,15.008514677879809,15.209393501281738,7992900,0.0,0.0
2023-06-30 00:00:00-04:00,15.467666204592208,15.553757256665406,15.324181725971588,15.37200927734375,12763900,0.0,0.0
2023-07-03 00:00:00-04:00,15.486798034569482,15.592019013030068,15.352877605931422,15.438968658447266,7111800,0.0,0.0
2023-07-05 00:00:00-04:00,15.448534862338166,15.65898047274484,15.429403111482253,15.553757667541504,13415500,0.0,0.0
2023-07-06 00:00:00-04:00,15.43896857906643,15.477232079767468,15.305049975621069,15.37200927734375,6464100,0.0,0.0
2023-07-07 00:00:00-04:00,15.305050065230137,15.477232170384639,15.305050065230137,15.352877616882324,5207600,0.0,0.0
2023-07-10 00:00:00-04:00,15.343313829494445,15.372009631176608,15.285918577121766,15.314616203308105,6775000,0.0,0.0
2023-07-11 00:00:00-04:00,15.553758712896135,15.572890465037878,15.448535900620865,15.534626960754395,7631500,0.0,0.0
